park_visited,enjoys_most,other_needs,year,anything_to_add
Greenwater,"Not happy with the campsite we were in. I know I picked it but when reserving was waiting long time and was kicked out of que. did not see alotvof park workers . This year water gross, not sure if from all the wake boats",Laundry service,2018,"I still love are parks, will continue to camp. Improvement would be nice. Some inforcement with boats that distroy are lakes would be nice. The beach at duck mountain in campground area needs maintenance"
Duck Mountain,Itâ€™s a very dirty campground. The boat launch was basically unusable. The showers were either cold or burning hot or had no pressure.,,2018,
Danielson,"Weren't able to get a site near the friends we camped with, despite waking up early on reservation launch day and using multiple computers",,2018,"It would really be great if there were some better way to book sites together with friends - side by side or nearby.  Even being able to put multiple bookings in your cart at once would help.    A way to trade sites might help too.    Also, sites that go unused should be given away after a certain amount of time if no one comes."
Moose Mountain,camp ground was quiet,,2018,The reservation system allows people to book multiple stays with the intent of only staying a few times and cancel at the last minute with minimal penalty.  when I book my sight there are very few campsites available and yet when i show up at the park most sites are empty because most people have cancelled for a $10 fee.  So i end up booking a smaller site than i require and during my stay the large sites sit empty as multiple people have cancelled.
Narrow Hills,Nice site,Pools or splash parks,2018,The need for more camp sites and larger ones for larger campers is needed. And more seasonal sites. I want a seasonal but never get one.
Narrow Hills,I enjoy the park and facilities.,,2018,
Great Blue,"Great service, clean campsites, clean beach, very helpful conservation officer",,2018,
Greenwater,It is such a popular camping destination that is highly sought after.  When I booked my site it was shortly after the reservation system opened that day and I was unable to book the site that I wanted although was able to take what was left over.,,2018,
22,"Lots of wasps , couldnâ€™ t get as many days as we wanted,",,2018,Would prefer that it was not all reserve a site because sites will be empty and you canâ€™t get in
Danielson,Did not enjoy the street lights; isnâ€™t this a dark sky preserve?,,2018,"Really enjoyed the Segway tour.  DID NOT ENJOY the streetlights at all & the outside lighting on the bathrooms is blinding & makes it hazardous & unsafe when trying to walk after dark. As a dark sky preserve, there should only be shielded, dim red or amber lights."
Danielson,The campsites werenâ€™t cleaned.   ESP once the fire ban went on.   We changed sites (poor booking service) and the whole time we were ther in 3 separate site no fire pits were cleaned out.  And two had garbage in them when we moved in.  One site was so uneven it took all our blocks to get the trailer close to even.,,2018,"We joined other family members and the organizing cousin was informed she would be able to book up to 5 sites when sites became available.  We thought this was great knowing that we have different sized units we would not be camped in a tight group but she would try to get us close so that people could walk to other sites etc easily.  Then when booking opened up she could not book for all so it was crazy trying to coordinate between lloydminster,   Regina, Edmonton, Medicine Hat and Calgary.  If we had know"
Meadow Lake,Got the site we wanted and had a good vacation,,2018,
Battlefords,Sites and public washroom facilities were well maintained,,2018,
Danielson,When trying to get a site. Is one of the worst days of my life!!!! I do not go on line line.  So there for I have to count on other people.   Itâ€™s a (terrible system).   Terrible.   And I my not alone with this problem!!!!   Need to change it,,2018,Need to change the booking system.    At least make it so u can book on the phone.   With in 5 minutes of on line booking or by phone. The sites r all booked so is pretty much impossible to get someone by phone.   What was wrong with the old way.  At least some sites.  Where u can just find a spot  go to office book
Duck Mountain,more parking by the boat lounch.  a BATHROOM by the boat lounch please,more parking by boat lounch. bathroom by boat lounch please,2018,parking by boat lounch more. bathroom by boat loucn by the fishing shack in thatarea would be nice so when you come in from fishing you have access to a washroom please
Moose Mountain,I would like to have cell phone coverage in the event of storms approaching,,2018,
22,because I was,,2018,
Battlefords,Because it is clean quite and we come evert year in August,,2018,
Danielson,"Because of the growing problem thats progressing over the years, all site are now being reserved on live.  For someone who lives not even two hours away a person canâ€™t even drive to the park now and get a decent site.   Maybe this is the direction the park wants to go but that affects people who live in the area, and people who enjoy this park,  there has to be a happy medium where are you not just catering to tourists who live further away, or those that have more money. This is supposed a pleasant get a",,2018,
22,We go every year but last two years I have been unable to book over July 1st weekend so we had to leave and try a different campground.,,2018,
Great Blue,Sites and fire pit were not cleaned out prior,,2018,
Danielson,It was a quieter time of year.,,2018,
Duck Mountain,"Quick check in, park was clean, beach was lovely, there was a few activities at the Info Centre (reptile show).  Such a beautiful park.",,2018,
Battlefords,"The Grass should of been cut all over the camp ground, and it was quite long. Trees need to be trimmed",,2018,
Moose Mountain,The Kimball Lake main shower house needs some renovation.,,2018,
Moose Mountain,"Lack of campsites, difficult to plan 4 months ahead, needs to be first come first serve 50% of the sites people who are not 9 to 5 and Monday to Fridayâ€™s with holidays can not book 4 months in advance and should have a fair opportunity to go camping.",Marinas,2018,
Battlefords,"There was not enough tree coverage in most of the camp sites, ours being one of the worst.  This mad it VERY hot during the day and there was not coverage from the wind storms at night.  There was also no showers and the bathrooms were quite a far walk away.  Would have been nice to have a shower area in this camp ground.  It would have also been nice to have more garbage and recycling available around the camp site.","Many things, this park and campsite did not have very much to offer.  Definately would like to see more acknowledgement of the treaty land and more indigenous art around.",2018,"Please try to include more indigenous art and acknowledgement within the Sask Parks.  It is so vital in Canada moving forward in Truth and reconciliation. Work with the indigenous communities around the park areas to instill proper and true knowledge within informative signs, exhibits, art, and more."
Buffalo Pound,The checkin is to long and in my mind does not have to be so complicated. maybe check out how Alberta does their reservation for a site.  Live in Lloydminster Alberta and would like to have a seasonal site,check alberta on line reservations and how to check in at park. a lot less fuss in Alberta's compared to Sskatchewan,2018,Would the province please fix highway 21 from Paradise Hill to Peck lake.    That is a disgrace!  It is very hard on camping Equipment!!!!!
Duck Mountain,Overall camping is great.  I wish the park was more dog friendly,,2018,
Buffalo Pound,PNA,PNA,2018,PNA
Danielson,We love camping  at Cypress.  We have been  camping  there  for 40 years,,2018,
22,Camp site had quite the slope to it and we had noisy neighbors one night. Otherwise it would have been perfect.,,2018,Our site at Pike lake was horrible.  We could not have a camp fire at all during our 5 night stay because the campers next to us had their trailer about 3 feet from our bbq fire pit.
22,overall the sites were very nice but lack some privacy from other campers because of the lack of smaller trees between sites,,2018,"The fire wood at Greenwater Provincial Park was absolutely terrible. It was mostly rotted. It has been this way for years. I wonder if the supplier of the wood for this park is related to government official, because it has been this way for years here but not at other parks we have stayed at in Saskatchewan."
Greenwater,Weather was terrible !,"Many people, including myself, like fall camping in September. Waskesiu leaves their shower houses open until Thanksgiving (weather permitting) so I go there. Also- why are the shower houses closed and locked all night? They should be left open except for cleaning.",2018,"When I look for a campsite on-line it shows very little or no availability but when I'm  there I always see lots of empty sites. I'm guessing people book online, pay and then don't show up. You need to better enforce your no-show policy and open up sites that aren't being used- it's frustrating not being able to get a site and yet they sit open and people get turned away."
Duck Mountain,cleanness,,2018,no
Duck Mountain,I think that the washrooms need to be updated.  Especially the outhouses.,More full serviced sites,2018,
Greenwater,We dealt with a storm that came through and caused damage.,,2018,
Battlefords,we went in late Sept. and we like the quiet and the changing colors and the no hassle to book or get a spot,more sites available,2018,just need more camp sites; full service
Crooked Lake,Great staff.  Wonderful entry and exit customer service.  Hate the reservation system.,,2018,Need to win lottery so we cam enjoy so much more.  Summer is never long enough.  Love family time at Candle Lake.
Meadow Lake,"upon arrival first day had a 2hr wait to get into site, previous tenants were in now hurry to leave  on or about 3rd day had boat covered and siting in the storage area when was vandalized and personal items stolen, was not the only boat affected, fire wood supplied was of good size 10-14 inch diameter  and always dry, we found cell phone reception has improved in area, road into park could use a little maintaining",,2018,
Moose Mountain,The group site is perfect for getting multiple families together with our own beach and communal campfire.  If this site had power it would be absolutely perfect!,,2018,Love the group campsite at Kimball. Have not been allowed to book for 2019 season so we are worried that we wonâ€™t get it. We and our friends have been going to kimball for many many years and find the group site the best for all of our children and grandchildren to get together. Would love to see power to these sites.
Greenwater,"The staff is helpful friendly smile the facility washroom  , shower beach all very clean. Feel safe both for the grandkids and the camper. No fire ban",,2018,
Crooked Lake,I camped in minowauka b and there are very few water taps to fill camper. It would be nice if there were more.,,2018,Please clean the beaches. They were a mess all year at candle lake. Not litter but reeds and lake roughage. All it would take is raking with a atv or small tractor.
Duck Mountain,"Nice area with swimming, hiking. Campground is decently maintained.",Stronger enforcement of fire bans,2018,Thanks for the opportunity to have a great camping experience!
22,"Check in attendant could have been friendly. We did not get a map of the park. When I asked for a map, I was told to google it. Cell phone reception was not good.",,2018,
Greenwater,Beautiful gems!! We have never been there and enjoyed our time there. Check in and amentities was a smooth/clean process!,,2018,
Moose Mountain,The development on the other side of lake (cabins) has impacted the number of people using the beach area.,,2018,The staff located in the booths for check-in and check-out are fantastic.  There was a problem with the online system during our stay and we wanted to check out early...because the systems were down the staff in the booths recommended we contact the online support.  The online support were not helpful at all.  Kept referring back to the website - I indicated it was down and couldn't access.  Not to mention I'm up in the middle of northern sask with no access to the internet (Sandy Beach).  In all honesty th
Rowans Ravine,"Shower houses could use some maintenance.   Broken handheld showerheads, nowhere to put shower supplies besides the floor in most stalls,  otherwise the park is great.",,2018,Just need better upkeep and maintenance to the showerhouses and bathrooms.
Candle Lake,"The pool at Buffalo Pound has always been a big reason why we loved camping there. After finding out that the pool had closed we decided to keep our reservation anyways. Since we were there during some of the hottest days of the summer we were going swimming in the lake quite a bit. After a few days both our kids developed swimmers itch from the water. Unless the pool reopens next summer, we will not be coming here again.",,2018,
Crooked Lake,"Site was clean, available on time, check-in staff was great.",Tent only areas.,2018,
Moose Mountain,The deadfall from the winds could have been cleaned up a lot of the picnic tables are in poor shape the online campaign booking of a site. (  The people that live next to the lake in Pierceland Donâ€™t have high speed Internet so booking this site is next to impossible you get what you get  if you get one ),,2018,We camp at sandy beach on Pierce lake I think that the people in Pierceland should have first pick over the sites at sandy beach.  We perfer sites that are close to the lake as we do lots of lake activity ( kayak paddle boarding tubing behind the boat ) we grew up at pierce lake sandy beach.  Ever since online reservations to place it extremely hard for locals to get a site next to the water with lots of toys that is a must
Good Spirit,Good service. Camp staff were helpful. Lots of wood. Beautiful location.,,2018,"Camp Easy site should have a long extension cord to reach to the plug in. Also, camp easy site would be well served with a small fridge."
Cypress Hills,Kept nice. Clean bathrooms,,2018,
Saskatchewan Landing,"Site was great, boat launch is awesome, weather sucked",,2018,
Meadow Lake,The campground is beautiful but booking sites is too hectic. A new system is needed,Equipment rental,2018,
Battlefords,Beautiful Park - great Marina and amenities,none that I can think of,2018,no thanks.
Lac La,All went well.  No issues. Really like the express self check in.  Like the fact that there is free firewood to  off set the price of the camping fees.,,2018,
Rowans Ravine,"Our first time to this park so we weren't sure what to expect. Unfortunately the pool was closed because it needed repairs and we were advised by friends who live in the area not to go in the pool. Other than that, we enjoyed the park. We went early in the season so there weren't a lot of people around, it was fairly quiet",More blue bins and ones that take more than just bottles and cans,2018,"I don't feel there is enough security presence. We were at one campground and the partying went on till all hours,  They weren't overly close to us, but close enough we could hear them. We were at a regional park where they enforced the rules and there was no loud noise after 11:00 pm.  Much more enjoyable camping experience"
Greenwater,"A lot of trees from the storm were still laying in the campsites, ours had an uprooted tree that left a large hole in the ground. With a young son and my toddler niece and nephew next to our site, we had to make sure they didnâ€™t fall in",Full service sites or increase RV dumping stations,2018,We love Murray point and weâ€™ve heard rumours of a clear out of trees to prevent more potentially falling during future storms. This is the allure of Murray point. We hope the fallen ones get cleaned up but the others remain!
Douglas Provincial,Fire pits in bad location ( should not be located under trees),Wifi,2018,"Wifi and good cell phone coverage should be a priority, especially on Lakes!!"
Greenwater,No issues / problems at all.,,2018,
Danielson,I booked early but still could not get one campsite for the whole stay,,2018,
Good Spirit,majority of the time all was good  --- on ocasion the wood supply got really low -- had to go to the other camp area to get wood,small convience store --- fort quepplle is close however this would help,2018,not at this time
Lac La,"the golf course was not very friendly to work with,  this would be my 15th year going to green water and it has barely been upgraded or changed. ya some upgrading for the washrooms has been done but what about everything else? things to do",wood drop off,2018,"it seems like some parks are just getting left to fail, the pool closed at buffalo pound, green water is exactly the same there is no upgrades to the campsites yet every year travel trailors get bigger and nicer with more technology but the campsites stay the same. camp in the states or even in alberta there is wifi  our sask camp grounds are getting out dated  the fees keep going up but whats being offered stays the same  don't really seem fair does it?"
Blackstrap Provincial,Poor road conditions,internet access,2018,Cold September restricted plans to camp in September.
22,We always love our group camping spot at Battlefords,,2018,
Lac La,It was a good trip. Green Water is always nice.  But I should mention whoever runs the restaurant by the beach has some room for improvement. The food is pretty awful. Ice cream is good though for the most part.,,2018,"Keep up the good work! And also keep stocking green water with fish, we couldnâ€™t find many."
Moose Mountain,There was no mention of the  itch  in the lake. Two of my kids were severely effected. Also the beach at Kimball lake was filthy. I've been going for 15 years and I've never see it so bad. Also the sites were prone to flooding due to poor install of full service sites,,2018,I would like to see the beach cleaned every night and some effort put into maintaining bathrooms. Not just cleaning but fixing
Makwa,The campground was heavily damaged by the fires and there are still many trees blown down that have not been cleared. The walking paths were unusable.,,2018,
Greenwater,the campground is very well kept,,2018,
Duck Mountain,Cause,,2018,
Crooked Lake,Beautiful location,,2018,
22,Weather was good. We prefer full hookups but only there for a brief time so it was okay,Sewer and water hookups,2018,No
Moose Mountain,Itâ€™s a nice park with nice staff. Wish there were more activities for children however and a better playground.,More acrivities in August,2018,How about you let Saskatchewan residents book before out of province residents.  And I donâ€™t see how some of these questions are pertinent to the success of the future of Saskatchewan parks.
Battlefords,Weather related!,,2018,Fire bans were an issue! Mother Nature at its finest!
Saskatchewan Landing,"Last spot available, dry wood harder to find",,2018,
Moose Mountain,Shower house was not completed for the summer months & we felt it should have been done before the season started,"No parking on roads in the campgrounds ,no pets",2018,All good except for the shower house not being done
22,We did enjoy our seasonal campsite. the only thing we did not like is that the water tap was right in front of our campsite so we had absolutely no privacy and when people went to get water they all just stared at us. So we  bought a see through black privacy material thing that was just to hang up that is specifically for privacy when your camping but we were told it had to come down cause they  cant see in our campsite ... well I call bull crap on that cause you could completely see in our campsite still!,,2018,no
Meadow Lake,Quite,Restaurant,2018,Do not like the way you have to book sites.
Candle Lake,No pool.  Lake had blue green algae.  Bathrooms out of paper.,,2018,
Candle Lake,Nice campground,,2018,
Danielson,"No real issues, just a few campers who made it a little less than desirable experience every once in a while",Better boat launch for kayaks,2018,
Pike Lake,Park was quiet and well maintained.,,2018,
Battlefords,Donâ€™t like the booking system,,2018,
Candle Lake,Lack of cell coverage is very difficult to manage,More carts for firewood,2018,Trails are not well marked...distances of trail need to to be marked as well
Lac La,Poplar Ridge is still developing.  More tree growth will make for a better experience.,,2018,
Saskatchewan Landing,Water temperatures and pressure at service centre in Underwood was not good at all this year.,,2018,
Danielson,Because,Fishing information,2018,
Meadow Lake,It is a beautiful area--the only problem is that there should be more landscaping completed--trees should be trimmed so they don't rub on the motorhome when getting to the site-- the sites could be leveled better so you don't need a 1/2 ton of wood to drive onto so the unit is level and the dump station should be bigger to allow more than one person at a time to dump,more dumping stations; better access to garbage disposal--without having to stop on main road and cross traffic to throw trash away--when leaving there was no way to get motorhome in safe place to do this,2018,Boat launch parking needs work-- the use of the extra parking area up the road should be enforced  there needs to be a better site for garbage disposal-- when leaving we had no place to park other than on the main road to then go across the road to dispose of trash  the roads are terrible  trees should be trimmed so they don't cause damage when driving along the interior roads  the sites should be leveled so you don't need boards under the tires to be level  there needs to be an additional dump site for bla
Danielson,We go camping there every year and they have something for everyone.,,2018,This summer trip to Cypress was the only trip I felt unsafe. There were people squealing tires in the middle of the night and there were people walking around at night attempting to steal coolers!
Greenwater,"Great weather, clean bath rooms, lots of fire wood.",,2018,
Lac La,It is a great park for small  kids,,2018,
Danielson,It's a beautiful park with plenty of things to do,,2018,
Great Blue,It was a great experience overall and a beautiful park.,,2018,
Buffalo Pound,Public bathrooms are too old and gross condition. Lack of available firewood. Not a lot of privacy as the trees are sparse.,,2018,Stabler Point at Makwa Lake is our favourite place to go.
Moose Mountain,Relaxing,,2018,Nope
Blackstrap Provincial,Like the view and the campground,,2018,
Rowans Ravine,The design of the park means the campsites are long distances from the water area. There is too much work to haul all supplies that distance.,,2018,
Saskatchewan Landing,"Weather, good, lots of firewood.",Wifi would be terrific,2018,
Saskatchewan Landing,Camp site was nicely treed and clean  Were able to book close to rest of family for convenience   Firewood available  Nice clean shower facilities  Convenient and clean laundry facilities  Tables were nicely painted and clean  Camp fire bbq was in good shape to use,If you are not occupying your campsite for more that 2 days at a time you must check out a free that site up!,2018,
Pike Lake,"Itâ€™s a piece of heaven! Very relaxing, clean and quiet. Very family friendly!",Wifi or internet service,2018,
Moose Mountain,Other people's dogs were off leash constantly a family member was bit by a dog that wasn't leashed. We had 2 dogs come into our campsite. It was scary walking our 2 leashed dogs in the park as several times we had to carry our dogs as we were approached by dogs not leashed and thought we were gonna get bit and our dogs attacked. If your gonna have a rule that dogs need to be on a leash then you need to enforce it and have consequences if people aren't following the rules. It's not fair to the responsible pe,,2018,
Good Spirit,Very good washroom facility.  Even the outhouse was good.  Clean camp site.,Guided tours of local historical sites.,2018,"Need more ways to ensure all campers are not abusing the commons.  There are still people who run their loud generators.  There was an RV 50 meters away that ran their generator for at least an hour late at night.  A  signs saying,  Enjoy the wilderness, oh yeah and if you think your generator is not bothering the other campers, it probably is.    Or signs encouraging people to report high use of generators and music etc."
Danielson,Tons of Wasps in campsite made it difficult to be outside.  Washrooms were a long ways away. First campsite was very bush-like and did not look like the pictures.,,2018,"While I appreciate that Cypress Park is a natural and protected environment, the lake there is disgusting.  It is so full of weeds and leeches you can't get close to it - only admire it from the road.  I really wish it could be cleaned up."
Narrow Hills,"The bathrooms could be cleaner, when showering in the evening they bordered on disgusting.",,2018,
Rowans Ravine,"ease of access, open sites",,2018,
Good Spirit,site was nice but silly for 1 hour visitors to have to pay a full 23 hour pass,,2018,
Greenwater,Itâ€™s always nice and clean and everybody is helpful and friendly,,2018,
Danielson,We always love our camping trips tips to Cypress Hills.  We have gone every year for about 14 years. We used to stay for 2 weeks.  Our only frustration now is with trying to book a site.,,2018,Cypress Hills is a top notch park.  We have also been to Buffalo Pound.  Not a fan of the pool rules there as they didn't allow snacks in the pool grassy area like they do at Cypress.  It's very difficult to get a site now at Cypress so we have pretty much given up after years of camping there with our kids as they grew up.  We just try to find a couple of open days as summer gets closer and try to make it work now.
Narrow Hills,People  not using the site altho there was a camper there and no one around.   Trailers  sat empty for 4 or 5 days during the week.  The park is not being fully used.,Make sure people are in campsite  not just parking their camper,2018,no
Duck Mountain,"We liked the large sites, nice shower facilities, and great trails for biking. The store was nicely updated.",Restaurant,2018,
Crooked Lake,"It was a very positive experience in every way, even info given on the bear that was in the park",,2018,
Moose Mountain,Campsites well maintained. Patrolled by rangers.,,2018,I have seen on several occasions when large motor homes or fifth wheels try to get into campsites they often will break branches or drive over shrubs.
22,Clean park. Quiet at night. easy to get around,,2018,
Battlefords,Fire ban again which takes most of the enjoyment out of the evenings,,2018,
Makwa,nemeiben lake is great.,ability to cam at a park without having to reserve it.  not all of us can plan our holidays months in advance,2018,there should be a way to make sure campsites are available for people who cannot plan their vacations months in advance.  since this reserve system it's ABSOLUTELY RIDICULOUS to have to stay in the crappy sites when there are good sites open.  someone obviously reserves them and then doesn't come to stay at them.  so then I have to stay in an non electric or far away from the boat launch.   if you book the sites and then don't show up.  either call in and let saskparks know you aren't staying or you should
Rowans Ravine,The hiking trails,,2018,no
Great Blue,Park is always making improvements  every year. Beautiful  beach,,2018,
Candle Lake,I was fairly satisfied because i think the limit to amount of people allowed to stay at a site is ridiculous. The lady at the desk wanted mine to get another site because I had over 6 people... the majority of them were kids.,,2018,
Danielson,Pleasant staff - However the sewer dump station is terrible and is likely a serious liability risk to the Province - dirty unkept exposed bolts that are a hazard - really needs to be looked at.,"Sewer dump is atrocious.  It is dirty, poor design and has safety risks with exposed bolts trip hazards and no concrete skirt do collect extra sewer dropped.  Both are Very bad",2018,"Normally we can book group camp a year and even two years ahead,  This year there is no ability to do this which causes serious problems in planning our event which we have done for 30 some years.  They will give no ability to book into 2019 and advise their is no process.  Also Cypress Hills has eliminated several group camps and converted them to multi year seasonal leases.  This is a disgrace to what provincial parks are supposed to be."
Duck Mountain,Boat lauch isnt working most of time doesnt seem there is any desire to fix the problems,Full service,2018,Someone use  there brain power to figure out how to keep douglas park boat lauch operating year to year
Battlefords,most things were good. Fire Ban prevented us from having camp fires at the end of that week and we try to cook all our meals on the fire.,,2018,"the $30/ night is ok when everything is included. But when the fire ban goes on and you don't have access to fire wood or the trails are closed, $30 is expensive. Also alot of the paved roads inside Sask Landing are in desperate need of repair. Most things were acceptable while we were there this year. Not sure about the Park Ranger though."
Saskatchewan Landing,"The park is clean, the staff were friendly and helpful. There was plenty to do walking trails, boating,  fishing. Will try and go back again","Would like to see more money put into Douglas . I have been going to this park for years. Since I was a little girl. More water taps in better locations, more staff. Some full service sights and more longer stay camping.",2018,
Pike Lake,"Nice park, less to do when raining than some parks",,2018,
Greenwater,"Quiet, clean, nice hiking/biking trails and water access.",,2018,Washroom cleaning should be scheduled at non peak periods (eg. not 8:00 - 10:00 am)
Narrow Hills,there were no major problems,Wifi,2018,Lower the reservation costs for seniors..
Rowans Ravine,Sites were a decent size and clean.  Staff were very friendly and helpful.      I donâ€™t like the pedestal style fire pits.  Donâ€™t get much heat unless youâ€™re the lucky one sitting directly in front of the open side.,More trees between sites for privacy.  Less of the â€˜parking lotâ€™ style of campground.  Larger in ground style fire pit.,2018,
Good Spirit,everything was as I expected. no surprises.,,2018,no
Douglas Provincial,Check in was good; a little tight to get parked,,2018,
Douglas Provincial,"Friendly staff, clean facilities.",,2018,
Moose Mountain,Hard to make reservations unless u do it in January - which isnâ€™t possible for me personally. Too many dogs barking and irresponsible pet owners letting the dogs urinate anywhere. Disgusting!,,2018,
Meadow Lake,Nice lake. Good place to camp. Tough getting a site online sometimes and the prices are getting pretty high.,More events with staff like Meadow LakeProvincial Park,2018,
Moose Mountain,"Always good for the most part.  I was surprised that basic fixes to bathrooms are still lacking.. Broken washing machines, paint, slow/cold showers... It's time for some updates there.",,2018,
Makwa,"Love it there, got our favourite site, caught fish.",,2018,Douglas Park is a beautiful campground. We were there for the first time and intend to go back next summer.
Greenwater,Yes,,2018,
Crooked Lake,"This is a great place to take your family camping. It is kept clean, it is very quiet at night and it's just my favourite place to camp.",,2018,
Great Blue,Clean will maintain park had a great camp site the beach is great for my two year old grandson and where the water hydrant were placed where great the wood will seasoned easile to burn for quite night at the park,,2018,No every thing went great it was a good summer for camping
Moose Mountain,It was good,,2018,
22,Itâ€™s not a perfect park but very nice. Needs more activities.,More activities put on by park staff,2018,No
Crooked Lake,The campsite was nice but when we arrived our firepit wasnt cleaned out and never did get cleaned the whole time we were there,More full service sites,2018,Not alot of park staff available for assistance.
Moose Mountain,The lake is gorgeous but the park could do more to enforce quiet time.,,2018,
Cypress Hills,"Beautiful campground, only complaints would be a bit of money could be spent on boat launch and no beach",,2018,
Douglas Provincial,"The night before we checked to see if there was a fire ban and there was none for this park. Once we arrived, paid we were then told that there was a fire ban. I told the gal that their website did not show this last night and her response was that since Douglas Park had the ban they also had the ban so it would not show on their website. Once we got to out site we had to wait for another camper to finish packing up and leave before we could back in. Once set up we looked around and couldn`t believe all of",,2018,
Crooked Lake,"It's a beautiful park, we camped with friends and family. The weather was beautiful.","I'd like to see recycling facilities for paper, glass, cans etc.",2018,
Great Blue,Washrooms are run down and very old. Laundromat prices and facilities were crazy priced  and garbage!,Wifi,2018,"Will not come back to Good spirt.  It is run down bathrooms,  awful and over priced Laundry facility.  The amount of money charged for laundry you think they could update the 1970 bathroom / showers"
22,"It was awesome... only things wrong were that some of our people had problems finding the Lakeview Group Site, not great signage. Also we were twice bothered by other campers who were quite belligerent about us telling them that we had rented the site and it was a provate party. Also, such a wind came up, my brothers awning ripped right off. I know this isn't uour fault. :)","For the busy parks, a  Boardwalk  area with pop up shops..... Grand Beach in Manitoba has a nice area.",2018,"You only asked about the Battlefords. The grooming of the landscape and maintenance in in Meadow Lake is terrible, and has been for several years. When I compare it to Greenwater, The Battlefords or the others I go to, it falls well below standard. I attended the group site B at Greig in 2014 and 2015, and it was brutal then but we thought it was because they had just done work, and electrified. I drover through it this year while we were at the Ecolodge, and it hasn't got any better. Greenwater to sooooo b"
Moose Mountain,Itâ€™s a nice family campground,,2018,Better lighting at night on the roads   Booking on line is stressful especially if you get kicked off the system
Great Blue,"Camping area was great, The water was very clean and the beach was great. The activities in the park  were also  great. The scenery and the dunes were very enjoyable. The facilities in the park were very good. It is a great place to go","In particlular the roads, in particular the highways  to get to these parks.need to be improved  and should be a high priority. The Ministry has spent  millions of dollars on the parks, but the roiads to get to these great parks are terrible in the least. Campers, RV's , etc are getting damaged travelling on some of tnese highways. As a result alternate routes have to be used creating longer trips to get to the park .",2018,"The park at Buffalo park is very nice. However, the road to get there is not great. The water in the Buffalo Pound is horrible. Who wants to swim and use a lake which is so green and smelly. Something has to be done to that water supply"
Narrow Hills,Like the size of the lot,,2018,
Saskatchewan Landing,"We love Rowanâ€™s Ravine. We kayak, bike, walk, bake, and stay at the same site every year. Hope to got many more years! It is close to Regina, large area, interesting sites,large camp spots, lots of trees, beach has really improved, deep water that is relatively clean, cute restaurant, good store.     We would never book a seasonal site! They are very lacking and quite disappointing for the cost.",Movie nights/entertainment . Amphitheater.,2018,
Rowans Ravine,Good experience,,2018,
Meadow Lake,Nice park and nice lake.,,2018,
Danielson,"Our site wasnâ€™t great, as weâ€™ve had better and we would like full services. Park staff are always fantastic. Vehicles drive too fast in Meadows and the dust is quite bad because of this.",Full service sites,2018,
Crooked Lake,"I enjoy camping here every year, but this year there weâ€™re cleanliness issues with the main showers",Additional showers in the 300 loop to reduce wait times and less filth,2018,"We hate the stress of having to book online every year. It increases everyoneâ€™s anxiety and depresses some when they donâ€™t get through to get a spot with family and friends. Miss the simplicity and ease of the old system, but I get it. It just sucks when you miss out year after year"
Crooked Lake,"Great stay. A few simple mechanical maintenance items at shower house could be more tended to.    Washrooms were clean, as was park.  Good job!!",,2018,
Battlefords,Bathrooms need to be cleaned more then once a day!,This park needs a major improvement to their fish filleting shack! Take a look a Nipawin Regional Park,2018,
Battlefords,Got the area I wanted and has many things to do for campers,,2018,
Greenwater,Nice park could use some small improvements,,2018,
Duck Mountain,reservation system is problsom,,2018,
Douglas Provincial,We were very happy with things except for some dogs barking!!!!!!!!!!,,2018,
Lac La,Site had recent electrical work with soft ground making the site muddy after inclement weather,,2018,
Greenwater,"Great showers, quiet, nice lake",,2018,
Meadow Lake,We find the on line booking system cumbersome and difficult to book desired sites for desired dates...yet during the visit there many of the sites were empty!,,2018,Put the booking system back to what it was!!! Or modify the program so that it is more user friendly or......allow folks to choose reserving on line or in person!!!
Moose Mountain,"We have been coming there for almost 30 years.  Washrooms are clea as well as showers.  yOU NEED LARGE SHELF IN SHOWERS, THERE IS NO PLACE TO HOLD THINGS.  GROUPSITE SAND SHOLD BE CLEANED Up","Power in group site, shelves in shower stalls, reduced rate for out of province seniors",2018,We had the misfortune of having a dead tree fall on our canopy during a storm.  Deadfall should be taken care of.  Ir was costly to repair
Meadow Lake,everything worked great,,2018,
22,Iâ€™d really like to see some work done to repair the roads and some new playground equipment for each campground.  I didnâ€™t appreciate having the septic tanks for the washrooms cleaned out as I ate breakfast outside with my family.,Full service sights.  Not allowing renters into sights that are large enough to house trailers etc over 35 feet,2018,Iâ€™d like an opportunity to obtain a seasonal sight at a more reasonable rate.
Danielson,I love this park. We taken care of. Clean bathrooms. Good wood,,2018,
Danielson,"it is hard to get the desired amount of days and campsite with the online system.  Also, the park itself is getting run down and needs some work.",,2018,
22,Was not able to book a site closer to our daughter and son in law and grandson.,A better reservation system and more docks so you can leave boat in water.,2018,The roads inside the park were in bad need of repair.
Blackstrap Provincial,Bathroom showers at the lakeside campsite (Misfeld) --- eww.  Needs replacement.  And one shower for everyone...really?,The service centre at Rowan's Ravine is awesome.,2018,
Danielson,For one when we booked they said all campsites were full but two. When we got there the whole time we where there over half the campsites where open with no one in them. We would like to go out more but need to get rid of the online reservation,More playgrounds in the full hook site and more full hookups,2018,Bring back the ski hill!!!! Lol and I would like to know what in cypress for winter activities for families
